ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
8965,D,Ship,5,1,185,3,medium,F,7,4855
4872,F,Ship,4,4,261,2,medium,F,9,5306
5075,C,Flight,4,5,217,4,medium,F,3,5966
6354,F,Ship,3,1,132,3,low,F,2,4785
2767,D,Ship,3,1,132,2,medium,F,16,1731
10921,D,Ship,4,4,257,5,medium,F,9,1869
9662,F,Ship,7,2,300,4,medium,M,3,1070
1621,D,Road,4,1,270,3,medium,F,64,2406
5703,A,Ship,4,4,188,3,low,M,6,4174
4147,D,Ship,4,3,261,3,medium,F,2,4028
6702,F,Road,4,1,272,4,high,M,1,5597
1404,F,Ship,5,2,268,3,medium,F,41,3716
3327,A,Ship,4,2,156,3,low,M,3,5923
3936,F,Ship,3,1,139,2,medium,M,3,4226
7212,F,Ship,7,5,299,4,low,M,4,1052
8435,C,Ship,3,5,147,3,medium,M,8,5272
8350,B,Road,5,3,265,5,low,F,3,1005
7857,A,Ship,4,5,217,3,medium,M,2,5461
6672,F,Ship,4,5,224,6,high,F,5,5659
7238,F,Road,3,1,238,3,medium,F,6,5092
5030,F,Ship,6,5,294,4,medium,F,2,1273
370,B,Ship,3,5,257,3,medium,F,19,2173
10840,B,Flight,4,3,148,3,medium,M,8,4240
1978,B,Ship,3,3,147,3,low,M,16,1563
1031,C,Ship,4,1,239,2,high,M,16,2504
10787,C,Ship,5,5,222,6,low,F,3,1861
8053,D,Ship,6,4,253,4,medium,M,9,1488
8921,C,Flight,6,2,271,4,medium,M,3,1636
6035,C,Flight,7,5,258,4,low,F,4,1677
384,F,Ship,4,5,175,2,low,M,40,1270
5198,F,Road,3,1,221,10,medium,M,10,5473
8321,C,Ship,6,5,299,4,low,F,1,1629
10413,A,Flight,5,5,248,5,medium,M,8,1881
7048,B,Ship,3,1,231,3,medium,M,9,5148
3508,B,Ship,3,5,206,3,medium,F,6,5618
1863,A,Ship,2,1,104,7,low,M,30,1870
3283,D,Road,3,4,175,3,low,F,3,4449
7477,D,Ship,7,3,251,5,low,F,8,1616
9974,F,Ship,3,5,115,2,low,M,10,4200
7628,F,Ship,5,5,223,3,low,M,5,4373
2129,C,Ship,4,1,238,4,low,F,22,3950
2042,F,Road,4,4,162,2,medium,M,30,1158
2661,A,Ship,4,4,143,5,high,F,5,1027
10335,A,Ship,4,3,170,4,medium,F,9,4375
3909,A,Ship,4,2,173,2,medium,M,9,4307
231,A,Ship,3,1,146,2,low,F,54,1528
5458,B,Road,2,3,225,7,high,M,7,4009
10967,C,Flight,5,5,246,5,low,F,6,1300
10449,A,Ship,6,4,271,4,low,F,6,1091
6220,B,Ship,6,5,258,4,low,M,5,1966
4045,D,Ship,2,1,228,3,high,F,1,5500
8642,F,Flight,6,1,261,4,medium,M,10,1290
7792,B,Road,4,1,237,3,medium,F,8,5668
1275,A,Ship,4,2,255,4,low,F,62,3198
6951,A,Ship,3,1,221,2,medium,F,6,5267
6096,F,Ship,6,4,195,5,high,F,10,4225
7990,B,Ship,4,1,173,4,low,F,1,5789
2920,B,Ship,4,1,147,3,medium,M,32,1666
10707,A,Ship,5,4,255,6,low,M,4,1255
10488,F,Ship,5,2,254,5,medium,F,4,1030
1472,F,Ship,5,2,243,2,medium,F,4,3681
7251,A,Road,5,1,177,2,medium,M,9,4881
10483,D,Ship,5,2,265,5,medium,F,5,1864
7333,D,Ship,3,3,218,3,medium,M,6,5288
3453,A,Ship,5,1,123,2,low,F,9,5497
7656,F,Road,4,3,140,8,medium,M,8,4065
3938,F,Ship,5,3,248,2,low,F,6,5863
10610,F,Ship,4,4,233,2,high,F,1,5320
3085,D,Ship,3,3,147,2,low,F,52,1040
1388,F,Ship,4,4,161,2,medium,M,59,1941
2713,D,Ship,3,3,237,5,low,M,48,2057
8864,F,Ship,6,2,305,4,low,M,2,1196
2955,A,Ship,5,5,145,2,medium,M,48,1834
9636,F,Ship,7,3,256,4,medium,M,4,1628
3480,F,Ship,3,1,193,4,low,M,5,4700
472,B,Ship,4,3,244,3,medium,M,8,3318
87,A,Ship,4,1,185,2,low,M,44,2910
62,F,Ship,3,3,179,3,medium,M,52,1158
1849,D,Ship,5,5,123,2,low,F,60,1653
8138,F,Ship,4,5,235,4,medium,M,6,4633
8818,B,Ship,6,3,137,8,low,F,6,5992
6843,A,Road,3,2,214,2,high,F,7,4938
7834,B,Ship,3,1,140,2,low,F,8,5253
5588,F,Ship,4,5,263,3,medium,M,3,4020
1401,A,Ship,4,3,247,4,low,M,16,2362
1903,D,Road,3,5,271,4,low,M,51,1134
3811,D,Road,4,3,257,10,medium,F,3,5881
9936,F,Ship,6,4,254,5,medium,F,10,1435
305,C,Ship,3,2,183,4,medium,F,12,2777
3840,F,Flight,5,2,171,3,low,M,3,4749
9608,F,Ship,4,1,140,2,low,M,8,4926
7044,F,Ship,4,5,135,3,low,F,3,4760
1070,F,Road,5,5,179,5,low,M,38,1437
8678,F,Ship,4,5,159,5,medium,F,2,5654
6648,F,Ship,4,2,246,2,low,M,2,4497
1530,F,Ship,3,3,162,2,low,F,26,1659
8908,B,Flight,2,2,310,3,low,M,1,1549
2566,B,Ship,3,2,198,3,low,M,15,3250
8203,D,Road,3,3,255,2,low,F,10,5632
7732,B,Ship,5,4,217,5,high,F,3,1007
6010,B,Road,4,2,265,6,low,M,8,1391
10528,B,Road,5,5,237,3,medium,M,5,4285
10876,B,Ship,3,2,255,3,medium,F,8,4471
9749,C,Ship,4,2,144,4,medium,F,2,4316
3493,D,Ship,3,2,185,2,high,F,3,4816
10066,B,Ship,4,4,196,4,low,F,10,4871
10161,A,Ship,3,1,274,4,medium,M,4,4057
5320,B,Road,4,3,274,3,high,F,7,5517
6501,A,Ship,6,5,251,4,medium,F,3,1660
212,F,Ship,2,5,154,3,low,F,21,1113
6743,C,Ship,4,2,200,3,medium,M,7,4323
10851,A,Ship,4,1,202,3,low,M,7,4788
5501,C,Ship,6,4,304,4,low,M,7,1226
4477,D,Ship,3,3,197,2,medium,M,10,5255
5935,D,Ship,3,4,263,6,high,M,3,4429
10719,A,Ship,5,2,246,5,low,F,4,1072
3472,B,Ship,3,4,259,2,medium,F,3,4154
6527,C,Ship,4,2,142,10,high,F,9,4280
7988,F,Ship,4,2,225,8,low,F,8,5623
4347,A,Ship,4,4,280,5,low,F,3,5034
6974,F,Road,4,3,250,3,low,M,10,4316
2551,D,Ship,3,1,178,3,low,F,11,1481
1881,A,Ship,3,4,267,3,low,F,55,2923
5041,D,Ship,7,3,310,4,medium,F,7,1989
8476,B,Road,4,3,232,2,low,M,1,5398
7445,C,Ship,3,1,223,7,high,M,5,4439
10854,F,Ship,5,3,139,2,medium,F,3,5261
5005,D,Ship,4,3,161,6,low,M,6,5560
10710,F,Ship,5,1,241,5,low,F,5,1116
9785,C,Ship,4,4,267,3,medium,M,9,5254
6690,F,Road,4,4,263,3,medium,M,5,4193
8391,A,Ship,3,1,133,3,medium,F,5,4538
6194,F,Ship,4,4,133,4,high,F,10,5296
5154,F,Ship,3,4,162,2,medium,F,8,4972
7277,C,Flight,4,2,267,2,low,M,7,5746
10877,C,Ship,3,3,141,2,low,M,2,5923
1783,D,Flight,5,2,187,3,medium,M,11,2936
1924,B,Flight,4,1,269,3,medium,F,23,3652
5677,D,Ship,3,1,209,3,low,F,8,4367
3887,C,Ship,5,4,230,3,low,M,1,4727
10995,A,Ship,4,1,252,5,medium,F,1,1538
2332,B,Flight,4,3,238,2,medium,M,43,2200
6107,C,Ship,4,2,246,3,high,M,5,5960
2813,C,Ship,3,2,173,3,medium,F,37,1990
6255,A,Ship,6,1,282,4,low,M,1,1434
2889,A,Flight,3,3,176,3,medium,M,14,1705
6192,F,Ship,3,5,146,3,medium,F,7,4126
5883,A,Road,3,5,246,3,low,F,2,5556
4910,F,Road,3,1,257,2,low,M,6,4897
3656,F,Ship,4,1,191,3,high,F,6,5335
10084,B,Ship,5,1,233,3,low,F,6,5560
6019,D,Road,6,5,278,4,medium,F,6,1140
10491,A,Ship,3,1,194,4,low,F,8,4308
9239,C,Ship,4,3,257,3,medium,M,1,5717
10476,F,Ship,5,1,258,5,high,F,9,1856
10619,C,Ship,6,3,153,6,medium,F,7,4975
7269,A,Flight,3,4,230,3,medium,F,7,5891
1133,C,Ship,3,3,175,3,high,F,45,1212
9841,D,Road,3,4,212,3,low,M,6,5935
3094,B,Ship,4,1,145,6,low,M,32,1673
5345,C,Flight,4,3,241,2,medium,F,4,5942
4217,C,Ship,3,5,194,4,low,M,1,5534
4954,B,Ship,3,3,181,3,medium,F,3,5620
9223,D,Ship,4,1,231,3,medium,M,5,4118
5795,C,Ship,5,4,179,6,medium,F,8,4615
7999,D,Ship,6,4,276,4,low,F,2,1120
9491,C,Ship,4,1,155,3,medium,M,9,4443
10743,A,Ship,5,3,219,6,low,F,9,1019
10415,C,Flight,4,5,259,5,medium,M,2,1066
9616,B,Ship,3,2,198,4,low,F,3,4172
2996,F,Road,6,5,130,6,low,F,60,1971
6573,A,Flight,7,5,302,4,low,M,3,1597
6261,A,Ship,6,5,258,4,low,M,5,1558
3962,F,Road,5,1,199,2,medium,M,7,4660
7740,F,Ship,4,4,267,5,medium,F,9,1716
6544,B,Ship,6,1,261,4,medium,F,8,1524
2683,D,Ship,4,4,279,5,medium,F,56,2697
10740,F,Ship,5,3,242,5,low,F,9,1716
4512,F,Road,5,2,198,3,low,F,8,4680
4255,D,Flight,4,3,244,4,low,M,10,4118
7176,F,Ship,4,4,242,6,low,F,9,1192
3971,C,Flight,4,1,174,3,low,F,8,5549
2219,C,Ship,4,2,243,3,medium,F,13,2850
7684,B,Flight,4,3,262,2,medium,F,3,4064
8810,F,Ship,3,1,203,10,medium,F,7,5917
7758,F,Ship,4,3,254,5,low,F,3,1248
10903,D,Ship,5,3,210,3,medium,M,9,5912
4069,D,Ship,5,4,243,6,medium,F,1,4170
3212,F,Ship,3,5,251,2,low,M,4,4015
2420,F,Ship,4,4,241,3,high,M,39,3798
4467,A,Ship,2,4,166,3,low,M,8,4968
7608,F,Ship,3,3,201,2,low,F,2,5361
3702,F,Flight,3,1,194,2,low,M,8,4335
2182,B,Road,3,3,151,3,low,F,24,1139
1646,F,Flight,4,4,143,8,medium,M,12,1326
6986,F,Flight,4,4,179,3,medium,F,3,5624
7449,A,Ship,4,5,223,5,medium,M,4,4704
5958,F,Ship,4,5,187,3,low,M,7,5022
2982,F,Ship,3,1,250,3,low,F,8,3617
5736,F,Road,4,3,147,4,low,F,7,4865
10994,F,Ship,5,1,257,6,low,F,1,1150
1932,F,Flight,4,1,210,2,medium,F,7,3405
1880,F,Ship,3,1,143,2,low,F,63,1246
4393,D,Flight,4,3,202,3,low,M,7,5678
6933,A,Ship,3,1,231,3,low,M,1,5392
5537,C,Ship,6,2,245,4,low,F,8,1904
8825,C,Ship,5,2,254,6,low,M,5,1885
1323,A,Ship,2,3,141,2,medium,F,28,1624
1638,F,Road,5,4,140,4,high,F,5,1130
9034,B,Road,3,1,242,4,low,M,10,4809
3964,B,Road,4,5,213,3,medium,F,7,4114
9025,D,Road,4,2,253,5,low,F,3,4676
5303,C,Ship,4,3,229,2,medium,F,8,5868
7923,A,Road,4,5,169,4,low,M,5,5347
6881,C,Ship,4,4,247,6,low,F,4,1044
2328,F,Flight,4,4,282,6,medium,F,52,3009
10702,B,Flight,4,2,267,5,low,F,2,1876
868,B,Ship,4,3,261,3,low,F,10,2802
6007,D,Road,6,3,244,4,low,F,1,1317
3248,F,Ship,5,4,222,3,low,M,7,5340
8160,F,Ship,3,1,173,2,medium,F,4,5521
2423,C,Ship,3,2,154,2,high,F,4,1009
6545,C,Ship,6,3,286,4,low,M,5,1750
9687,A,Ship,5,5,218,5,medium,F,7,1692
10320,F,Ship,3,3,169,2,medium,F,8,4281
2535,A,Ship,4,3,261,3,low,F,6,2787
9743,C,Flight,3,3,154,2,low,M,1,5884
4184,F,Ship,4,3,257,3,low,F,1,5843
6052,B,Ship,6,5,165,6,low,F,6,1529
8314,B,Ship,7,4,289,4,low,M,1,1657
3465,A,Ship,2,5,247,4,medium,M,4,5255
10674,F,Road,4,2,223,5,medium,M,3,1395
3185,C,Ship,4,3,159,5,low,M,4,4666
10828,B,Flight,6,5,225,3,medium,M,10,4972
10368,F,Ship,5,5,135,3,low,F,4,5734
1430,F,Ship,4,5,238,3,low,M,9,1724
2499,A,Ship,4,5,205,3,low,F,60,2317
10920,F,Ship,5,1,221,6,medium,F,7,1841
2786,F,Ship,5,3,149,7,medium,F,51,1425
1354,B,Road,3,2,158,3,medium,F,39,1512
5970,F,Ship,4,3,243,5,medium,F,3,1634
4007,C,Ship,4,4,202,4,medium,M,4,4053
9326,F,Flight,4,1,271,4,medium,F,2,4133
8346,F,Road,4,4,269,5,medium,F,2,1473
2834,F,Ship,4,1,165,4,medium,F,34,1831
2614,B,Flight,4,2,273,5,medium,F,6,2126
7806,F,Flight,3,2,219,6,low,F,9,5263
5331,A,Road,4,2,164,4,low,M,2,5008
7982,F,Ship,4,4,218,2,medium,M,3,5039
7499,C,Ship,5,5,249,5,medium,M,5,1662
1633,D,Road,3,4,204,3,low,F,49,3225
5612,F,Road,3,5,226,2,medium,M,3,4208
7121,C,Flight,4,4,260,3,low,M,9,4224
645,A,Ship,6,4,121,5,low,M,23,1734
10902,F,Ship,4,4,201,2,medium,M,7,4320
8155,D,Ship,4,1,191,3,low,F,8,4021
7003,D,Flight,4,1,173,4,low,F,5,5530
4369,D,Road,5,3,217,3,low,M,6,4934
10760,F,Ship,4,3,253,5,low,M,6,1367
3764,F,Ship,4,4,182,3,medium,F,8,5453
1757,C,Road,3,1,262,2,low,F,28,2940
2291,C,Ship,4,2,273,4,low,F,26,3223
7315,D,Ship,3,1,183,4,low,M,5,5326
8029,D,Ship,7,1,290,4,low,M,4,1488
6975,A,Road,5,3,168,3,medium,F,2,5986
4207,D,Ship,3,3,181,3,low,F,1,5094
9454,B,Flight,5,3,230,5,medium,M,4,1123
1456,B,Ship,4,5,241,4,medium,M,58,2874
1015,D,Ship,2,2,153,2,low,M,46,1130
146,F,Flight,2,2,248,2,low,M,46,3707
8457,A,Ship,3,5,124,2,medium,M,1,5709
1457,C,Ship,3,5,156,3,medium,M,44,1424
2169,A,Road,3,1,164,2,low,M,2,1104
9367,D,Ship,4,3,189,3,medium,F,4,5613
10381,D,Ship,2,5,238,4,medium,M,9,4086
6539,C,Ship,6,3,251,4,low,M,1,1230
1637,C,Road,2,1,145,2,low,F,49,1177
2978,F,Ship,3,4,212,8,low,F,34,2750
7621,D,Ship,2,3,206,4,medium,F,2,5443
6766,B,Ship,5,4,211,4,low,F,4,4498
5878,B,Road,4,3,207,4,low,M,5,5008
10344,F,Ship,2,1,109,4,low,F,3,5264
1370,F,Flight,3,2,152,6,low,F,7,1674
4249,D,Flight,4,1,183,4,low,M,9,5157
6132,F,Ship,5,5,270,3,low,F,9,5807
6044,F,Flight,6,2,250,4,medium,F,3,1777
6448,B,Flight,3,3,170,4,low,M,3,4049
6137,C,Ship,3,2,177,2,medium,M,4,4417
4977,A,Ship,4,5,261,3,high,F,2,4954
10036,B,Ship,3,3,219,3,high,M,5,4321
1082,F,Road,6,3,270,3,low,F,56,3251
10261,D,Road,5,4,200,3,medium,M,3,4225
6669,A,Ship,4,4,236,2,medium,F,6,5101
5322,F,Road,3,4,273,3,low,M,3,5163
9160,B,Road,6,3,309,4,medium,M,2,1270
4803,A,Flight,6,2,290,4,medium,F,9,1339
10445,C,Ship,5,2,245,5,low,M,8,1528
6038,F,Flight,6,2,293,4,low,F,4,1764
10196,F,Ship,4,3,264,6,medium,F,10,1962
9532,B,Ship,2,1,208,2,low,M,10,4671
6703,D,Road,6,4,116,3,low,M,6,4649
3596,F,Ship,4,2,233,2,low,F,5,4668
8757,A,Road,3,1,154,3,medium,M,4,4631
864,F,Ship,2,3,188,3,medium,F,51,3191
10257,A,Road,2,2,163,3,low,M,5,5887
10544,F,Road,3,5,158,3,low,M,10,4861
8270,F,Ship,7,4,286,4,low,M,3,1262
9826,B,Ship,3,3,132,2,medium,F,8,5810
111,A,Road,3,1,158,2,low,M,2,1284
4406,F,Ship,3,2,237,3,medium,F,10,5851
701,C,Flight,6,1,281,3,medium,F,36,2536
6737,C,Ship,5,2,214,2,low,F,10,5192
2641,D,Ship,4,5,137,2,medium,F,14,1796
6196,B,Ship,4,3,210,3,low,M,9,5556
10557,A,Flight,4,1,227,3,high,M,8,4795
4321,D,Ship,4,3,258,3,high,F,1,4653
6714,F,Flight,4,4,279,6,medium,M,5,4898
909,A,Ship,4,1,235,4,low,M,22,2066
2723,C,Road,4,3,214,4,low,M,34,3446
7556,F,Ship,3,4,235,2,medium,M,7,4013
8647,D,Flight,4,5,233,6,low,M,8,1176
8585,C,Ship,3,2,154,10,high,F,8,5811
6003,A,Road,6,4,282,4,low,M,6,1580
6168,F,Flight,4,3,181,3,low,F,5,5398
9638,F,Ship,6,5,245,4,low,M,2,1832
4193,C,Ship,4,1,111,4,medium,M,10,4711
9893,C,Ship,4,1,171,2,medium,F,10,4536
8059,D,Road,3,1,101,2,medium,F,1,5560
445,D,Ship,3,3,135,3,low,F,19,1366
416,F,Flight,3,2,115,3,low,F,27,1814
1310,F,Ship,4,3,197,3,low,F,20,3617
5134,B,Ship,4,5,261,3,high,M,3,4885
536,F,Road,4,4,177,4,medium,F,32,1774
459,A,Ship,3,2,179,5,low,F,52,1991
725,C,Ship,4,3,250,2,low,F,46,2878
2248,B,Ship,3,2,206,2,low,M,3,2261
5260,B,Ship,7,5,281,4,low,M,8,1987
5394,F,Ship,5,1,186,4,medium,M,5,5239
4944,F,Flight,3,5,135,3,low,M,3,4938
5467,D,Road,6,1,282,4,medium,M,4,1716
6491,C,Ship,6,2,279,4,low,F,10,1990
9317,C,Flight,4,5,176,2,low,F,1,4155
7594,B,Ship,5,3,150,4,medium,F,1,5211
949,D,Road,3,3,255,2,medium,M,3,2894
1442,F,Ship,3,4,133,3,low,M,17,1187
3600,F,Ship,3,4,217,3,low,F,5,4883
6813,A,Ship,6,3,289,4,high,F,5,1708
6715,D,Flight,3,2,168,4,low,F,1,4184
4407,A,Ship,3,3,269,3,medium,M,5,4197
9360,F,Ship,4,5,274,5,low,M,7,1225
5738,F,Road,5,1,248,2,low,F,6,5281
7639,D,Ship,5,2,123,5,low,F,4,5284
1747,D,Ship,5,1,226,2,low,M,18,2582
8483,C,Road,6,4,150,5,medium,F,8,4709
9610,B,Ship,4,3,231,3,medium,F,8,5069
6650,F,Ship,3,3,155,2,medium,F,5,5577
713,C,Ship,4,2,201,3,medium,F,39,2066
7641,A,Ship,4,1,151,3,low,F,4,5610
5819,C,Ship,5,5,273,4,low,M,7,4064
6651,A,Ship,5,5,162,2,medium,M,6,5868
9209,C,Ship,3,3,255,3,low,M,4,4628
3249,A,Ship,4,3,148,3,high,F,7,5034
8036,F,Ship,4,4,256,5,high,M,1,1927
8134,B,Ship,5,5,212,5,low,F,6,4463
7574,F,Ship,3,5,154,2,medium,M,6,4675
7727,C,Ship,7,3,308,4,medium,M,6,1113
9629,C,Ship,6,1,286,4,medium,M,10,1177
3483,A,Ship,3,5,216,4,low,F,3,4934
10729,D,Ship,3,2,278,4,medium,M,7,1879
4979,C,Ship,4,1,161,6,low,F,2,5734
6467,C,Ship,5,3,230,4,medium,M,4,5278
7986,F,Ship,4,3,154,10,high,M,7,5317
6120,F,Ship,4,1,206,5,medium,F,7,5941
6384,F,Ship,6,5,261,5,low,M,1,5442
8464,B,Ship,4,1,202,2,medium,M,10,5428
1697,C,Ship,4,3,246,3,medium,F,52,2440
2183,C,Road,3,4,167,3,medium,M,50,1068
10056,F,Ship,3,5,171,3,medium,M,5,4075
8363,C,Flight,5,2,276,6,medium,F,6,1043
2082,F,Ship,3,1,254,2,high,F,60,3590
1007,C,Ship,3,1,185,2,medium,F,42,2803
1619,C,Road,4,4,203,5,low,M,36,3912
976,B,Flight,5,5,249,3,medium,M,55,3558
9422,F,Ship,5,2,172,2,low,M,9,1097
6835,D,Road,4,4,189,2,low,M,5,4553
10599,A,Ship,4,2,177,3,medium,M,5,5757
10630,B,Ship,4,5,274,4,low,M,3,5145
1475,C,Ship,3,1,230,2,medium,F,18,2832
5669,C,Ship,3,2,225,3,low,M,3,5529
5910,F,Ship,4,1,198,4,low,F,5,5182
1699,D,Ship,4,4,204,2,low,M,29,2941
9660,F,Ship,6,5,286,4,medium,F,3,1773
4869,A,Ship,4,3,280,6,high,M,8,4525
5891,C,Flight,3,4,138,2,medium,F,8,4837
5650,B,Ship,3,5,214,3,low,F,6,5319
4138,B,Ship,2,3,243,5,medium,M,5,4750
3357,A,Ship,4,3,163,8,medium,F,6,5739
2537,C,Ship,4,4,205,3,low,F,58,2522
557,C,Flight,3,3,255,2,high,M,7,3311
8086,B,Flight,4,1,171,2,low,M,3,4271
8344,B,Road,4,5,219,5,low,M,2,1260
10408,B,Flight,4,3,248,5,low,M,3,1093
3859,D,Ship,3,3,159,4,medium,M,9,4214
10404,F,Road,4,4,264,6,medium,F,6,1748
9891,A,Ship,3,4,247,3,low,F,4,5844
492,F,Ship,5,4,224,3,low,F,34,2627
3110,F,Ship,4,2,265,4,medium,F,40,2637
1413,A,Ship,6,2,118,2,low,F,2,1744
8833,D,Ship,5,1,237,5,medium,F,8,1150
1853,C,Ship,3,5,190,10,medium,F,27,2739
7233,A,Ship,5,2,174,4,medium,M,8,5627
8646,F,Flight,4,4,225,5,low,F,1,1476
8190,F,Ship,3,1,259,2,low,F,3,4380
4084,B,Road,3,4,172,10,high,M,9,4883
309,A,Ship,4,2,165,2,high,M,11,1596
7112,F,Road,5,3,268,5,medium,F,10,1660
6160,B,Road,3,4,153,2,medium,M,5,4023
6203,C,Ship,4,2,252,3,medium,M,8,4262
4112,F,Flight,3,5,106,2,low,F,3,5615
4319,C,Ship,4,4,249,10,medium,F,2,4190
872,F,Ship,4,2,208,3,high,M,17,2777
9790,B,Ship,5,5,167,3,low,M,10,5591
1538,F,Ship,4,5,171,3,medium,F,2,1114
9690,F,Ship,7,1,301,4,low,F,6,1052
1985,C,Ship,3,3,154,2,low,F,57,1096
9923,C,Ship,7,1,254,4,low,F,5,1865
8553,A,Ship,4,4,228,5,low,F,1,1788
4840,B,Ship,4,3,155,3,low,F,1,4360
6078,F,Ship,3,2,132,4,medium,F,3,4512
8071,D,Road,6,3,217,6,medium,M,3,4209
2669,C,Ship,4,3,154,3,low,M,33,1101
6997,D,Flight,3,2,286,6,high,F,5,5588
1906,B,Road,2,4,140,3,low,M,32,1819
8529,A,Ship,5,3,230,3,medium,F,7,4844
5955,A,Ship,4,5,134,3,low,F,8,5694
1714,B,Ship,4,2,200,3,medium,M,45,2486
980,F,Ship,4,4,140,2,low,F,47,1831
6670,B,Ship,3,1,266,5,low,M,1,5459
8831,C,Ship,5,5,239,5,low,M,6,1887
2270,F,Ship,4,1,229,3,medium,F,53,3423
7452,F,Ship,4,1,246,6,low,M,4,1489
1944,F,Ship,4,4,224,2,high,F,31,2084
2633,C,Ship,4,5,244,3,low,F,49,3914
10609,D,Ship,3,1,133,3,low,F,10,5640
17,C,Flight,3,4,143,2,medium,F,6,1194
5528,F,Ship,4,2,253,5,low,M,5,1812
1449,A,Ship,5,3,177,3,low,F,1,1916
4443,A,Ship,4,5,164,2,low,F,9,5453
8575,D,Ship,3,2,155,3,low,M,1,5731
8459,C,Ship,4,3,207,3,low,F,7,4220
1200,F,Ship,6,5,135,5,low,M,55,1078
10912,B,Ship,4,5,227,10,low,M,7,4403
4974,F,Ship,3,2,134,3,medium,F,3,5232
10694,F,Flight,4,3,261,10,low,F,6,4347
7415,C,Flight,6,3,286,4,medium,F,7,1132
3499,D,Ship,3,1,152,2,medium,F,2,4136
2162,F,Ship,4,2,270,2,low,M,65,3599
1191,A,Ship,4,3,262,3,medium,M,46,2904
9944,F,Ship,6,2,307,4,low,F,9,1674
10955,C,Road,4,1,261,3,low,F,8,5206
10577,C,Ship,3,5,196,3,low,F,5,4891
6927,A,Ship,5,4,274,5,low,M,7,1371
5241,A,Ship,5,3,248,3,medium,M,10,5567
9365,C,Ship,5,1,217,2,medium,F,10,4264
439,D,Ship,3,5,241,3,medium,M,48,2841
1908,F,Road,4,5,238,2,low,F,1,2644
5047,D,Road,4,1,150,2,low,M,5,4140
8719,D,Ship,5,1,149,3,low,F,9,5173
862,B,Ship,3,2,148,2,low,F,58,1537
679,D,Road,3,3,117,3,medium,M,56,1618
7398,F,Flight,4,2,246,6,low,M,5,1622
1818,F,Ship,4,1,144,4,low,F,63,1881
4835,C,Ship,3,3,153,3,medium,M,5,4578
1579,D,Ship,5,4,153,6,medium,M,35,1082
10559,C,Flight,3,5,214,2,medium,F,4,4077
127,D,Road,4,5,220,3,medium,M,40,3516
6430,B,Road,5,1,203,3,low,F,2,4162
9672,F,Ship,6,5,245,4,low,F,7,1521
9531,A,Ship,4,2,144,5,low,F,3,5807
6819,A,Ship,4,5,223,5,medium,F,6,1579
21,A,Ship,3,3,161,2,medium,F,38,1521
8913,A,Flight,5,3,229,5,low,F,1,1196
4480,B,Ship,4,5,189,2,medium,M,6,5439
321,A,Ship,3,4,224,2,medium,F,15,2701
5305,D,Ship,4,5,183,2,medium,F,8,4422
15,A,Flight,4,3,152,3,low,M,43,1009
7823,C,Flight,5,3,169,2,low,F,1,4500
4558,B,Ship,6,2,256,5,medium,F,2,1449
3437,C,Flight,2,3,160,2,high,M,3,4409
426,F,Flight,4,3,158,3,medium,F,57,1911
1869,A,Ship,2,3,211,3,medium,F,55,3842
1393,D,Ship,4,1,253,7,medium,M,37,2955
6634,B,Ship,4,3,237,3,medium,F,8,5045
8339,C,Road,4,4,229,5,low,M,9,1361
6092,F,Ship,3,3,225,4,low,F,9,5468
7464,F,Ship,5,5,266,5,medium,M,7,1440
9935,C,Ship,4,4,274,6,low,M,10,1355
2001,A,Ship,4,3,135,3,medium,F,11,1322
1164,F,Ship,3,2,162,2,low,F,54,1614
9536,F,Ship,2,2,156,3,low,F,5,4151
1846,B,Ship,4,4,201,10,medium,M,17,2059
5836,B,Ship,4,3,273,4,medium,F,1,4585
2149,D,Ship,6,5,152,3,medium,F,62,1325
6612,F,Ship,7,1,244,4,low,M,8,1817
5747,C,Road,6,5,263,7,high,M,9,5991
10337,C,Ship,3,3,214,3,medium,M,3,4056
7106,F,Road,6,2,278,4,high,F,8,1967
2380,B,Ship,4,2,225,3,low,M,52,3189
810,F,Road,3,3,183,3,low,F,45,2181
474,F,Ship,3,1,157,2,medium,F,39,1525
758,F,Ship,4,1,224,2,low,M,8,3638
6138,F,Ship,3,3,168,4,low,F,4,4096
1443,A,Ship,3,4,155,4,low,M,54,1885
5389,D,Ship,3,3,211,4,low,M,7,4733
8945,C,Ship,4,5,201,3,low,F,1,5898
3609,A,Ship,3,5,257,3,low,M,5,5657
2391,A,Ship,4,2,139,3,medium,M,5,1674
3413,C,Road,3,2,172,2,low,F,9,4532
1061,C,Ship,5,3,252,4,medium,M,63,3729
6260,F,Ship,6,3,306,4,low,M,10,1372
4212,F,Ship,4,3,144,2,low,F,5,4882
1136,F,Ship,6,1,257,3,medium,M,60,3416
2166,F,Road,3,1,177,2,low,M,38,1099
867,A,Ship,4,1,199,2,low,F,46,3371
6129,A,Ship,3,3,132,2,medium,M,1,4687
8408,F,Ship,6,5,167,2,low,M,10,4013
7729,D,Ship,5,2,236,6,low,F,6,1552
4516,B,Road,2,4,255,7,low,F,9,5224
9940,B,Ship,4,3,218,5,medium,F,9,1024
3512,F,Ship,4,2,177,3,low,M,8,4904
4086,F,Road,3,5,182,4,low,M,6,1272
